,yr,service,calltime,callsource,nature,secs_to_disp,secs_to_arrv,secs_to_close,priority,primeunit,month,response_time
740623,2019,LAW ,2019-10-25 15:33:46,PHONE,WELFARE CHECK,6797.0,7342.0,8871,3,CAHOT,10,9.083333333333334
740633,2019,LAW ,2019-10-25 16:05:21,PHONE,WELFARE CHECK,3097.0,3681.0,4626,7,CAHOT,10,9.733333333333333
740642,2019,LAW ,2019-10-25 16:35:34,PHONE,ASSIST,8420.0,8721.0,9405,7,CAHOT,10,5.016666666666667
740648,2019,LAW ,2019-10-25 16:55:14,E911,INTOXICATED PERSON,8250.0,12215.0,12633,7,CAHOT,10,66.08333333333333
740650,2019,LAW ,2019-10-25 16:57:52,PHONE,WELFARE CHECK,980.0,1677.0,2466,3,CAHOT,10,11.616666666666667
740651,2019,LAW ,2019-10-25 16:58:59,PHONE,ASSIST,40352.0,40877.0,78543,7,CAHOT,10,8.75
740658,2019,LAW ,2019-10-25 17:14:04,W911,ASSIST,578.0,586.0,6066,7,CAHOT,10,0.13333333333333333
740673,2019,LAW ,2019-10-25 17:59:17,PHONE,WELFARE CHECK,255.0,858.0,2802,3,CAHOT,10,10.05
740676,2019,LAW ,2019-10-25 18:06:43,PHONE,ASSIST,28044.0,29587.0,32029,7,CAHOT,10,25.716666666666665
740680,2019,LAW ,2019-10-25 18:15:52,PHONE,TRANSPORT,1856.0,2264.0,6883,5,CAHOT,10,6.8
740688,2019,LAW ,2019-10-25 18:45:42,PHONE,ASSIST,6012.0,6308.0,8807,7,CAHOT,10,4.933333333333334
740695,2019,LAW ,2019-10-25 19:13:18,E911,SUICIDE RISK,357.0,814.0,3230,1,CAHOT,10,7.616666666666666
740716,2019,LAW ,2019-10-25 20:39:36,PHONE,ASSIST,93.0,1737.0,6501,7,CAHOT,10,27.4
740718,2019,LAW ,2019-10-25 20:47:48,PHONE,TRANSPORT,7704.0,8545.0,9238,7,CAHOT,10,14.016666666666667
740719,2019,LAW ,2019-10-25 20:55:07,PHONE,WELFARE CHECK,9959.0,10565.0,10690,7,CAHOT,10,10.1
740722,2019,LAW ,2019-10-25 21:06:10,PHONE,ASSIST,483.0,1120.0,4338,5,CAHOT,10,10.616666666666667
740727,2019,LAW ,2019-10-25 21:30:03,PHONE,WELFARE CHECK,2922.0,3479.0,4112,7,CAHOT,10,9.283333333333333
740750,2019,LAW ,2019-10-25 22:36:05,W911,SUICIDE RISK,176.0,381.0,1205,1,CAHOT,10,3.4166666666666665
740751,2019,LAW ,2019-10-25 22:36:47,PHONE,ASSIST,35980.0,36681.0,40118,7,CAHOT,10,11.683333333333334
740755,2019,LAW ,2019-10-25 22:43:55,PHONE,TRANSPORT,29279.0,29771.0,31056,7,CAHOT,10,8.2
740769,2019,LAW ,2019-10-25 23:15:11,PHONE,TRANSPORT,2298.0,9202.0,9521,7,CAHOT,10,115.06666666666666
740771,2019,LAW ,2019-10-25 23:18:27,PHONE,ASSIST,17022.0,17271.0,17571,7,CAHOT,10,4.15
740774,2019,LAW ,2019-10-25 23:21:05,PHONE,ASSIST,4330.0,4720.0,16415,7,CAHOT,10,6.5
740777,2019,LAW ,2019-10-25 23:29:18,PHONE,TRANSPORT,12708.0,13125.0,13737,7,CAHOT,10,6.95
740782,2019,LAW ,2019-10-25 23:42:43,PHONE,TRANSPORT,14157.0,14157.0,14163,7,CAHOT,10,0.0
740787,2019,LAW ,2019-10-25 23:56:28,E911,SUICIDE RISK,190.0,295.0,4087,1,CAHOT,10,1.75
740824,2019,LAW ,2019-10-26 03:13:43,PHONE,TRANSPORT,335.0,674.0,1743,7,CAHOT,10,5.65
740830,2019,LAW ,2019-10-26 04:16:59,E911,ASSIST,624.0,1259.0,3627,5,CAHOT,10,10.583333333333334
740835,2019,LAW ,2019-10-26 05:05:14,E911,ASSIST,2938.0,3505.0,6382,7,CAHOT,10,9.45
740842,2019,LAW ,2019-10-26 06:21:53,PHONE,ASSIST,3591.0,3873.0,7939,7,CAHOT,10,4.7
740870,2019,LAW ,2019-10-26 08:49:35,PHONE,TRANSPORT,10968.0,11551.0,12948,7,CAHOT,10,9.716666666666667
740884,2019,LAW ,2019-10-26 09:49:53,PHONE,ASSIST,15045.0,15355.0,15717,7,CAHOT,10,5.166666666666667
740899,2019,LAW ,2019-10-26 10:35:58,E911,TRANSPORT,4362.0,25681.0,26973,7,CAHOT,10,355.31666666666666
740925,2019,LAW ,2019-10-26 11:57:12,PHONE,WELFARE CHECK,14730.0,15998.0,16665,7,CAHOT,10,21.133333333333333
740948,2019,LAW ,2019-10-26 12:40:14,PHONE,ASSIST,14121.0,14657.0,17969,7,CAHOT,10,8.933333333333334
740953,2019,LAW ,2019-10-26 12:58:51,PHONE,WELFARE CHECK,9046.0,9439.0,10234,7,CAHOT,10,6.55
741028,2019,LAW ,2019-10-26 15:58:19,PHONE,ATTEMPT TO LOCATE,25138.0,25986.0,27382,7,CAHOT,10,14.133333333333333
741036,2019,LAW ,2019-10-26 16:20:21,PHONE,ASSIST,9007.0,9057.0,10357,7,CAHOT,10,0.8333333333333334
741056,2019,LAW ,2019-10-26 17:22:47,PHONE,INTOXICATED PERSON,2586.0,3382.0,4375,7,CAHOT,10,13.266666666666667
741060,2019,LAW ,2019-10-26 17:41:52,PHONE,ASSIST,1682.0,2974.0,4159,7,CAHOT,10,21.533333333333335
741064,2019,LAW ,2019-10-26 18:00:39,PHONE,WELFARE CHECK,3083.0,4179.0,5674,7,CAHOT,10,18.266666666666666
741077,2019,LAW ,2019-10-26 18:57:41,PHONE,ASSIST,7664.0,8574.0,8991,7,CAHOT,10,15.166666666666666
741078,2019,LAW ,2019-10-26 19:01:09,PHONE,ASSIST,7109.0,7577.0,7850,7,CAHOT,10,7.8
741084,2019,LAW ,2019-10-26 19:17:05,PHONE,ASSIST,1109.0,1278.0,3903,7,CAHOT,10,2.816666666666667
741094,2019,LAW ,2019-10-26 19:51:19,PHONE,ASSIST,4858.0,5079.0,5361,7,CAHOT,10,3.683333333333333
741095,2019,LAW ,2019-10-26 19:52:55,PHONE,TRANSPORT,2546.0,2557.0,4340,7,CAHOT,10,0.18333333333333332
741097,2019,LAW ,2019-10-26 19:58:47,PHONE,ASSIST,5704.0,5955.0,6157,7,CAHOT,10,4.183333333333334
741098,2019,LAW ,2019-10-26 20:02:21,PHONE,TRANSPORT,3677.0,3677.0,3685,7,CAHOT,10,0.0
741100,2019,LAW ,2019-10-26 20:05:47,PHONE,ASSIST,6924.0,7369.0,9045,7,CAHOT,10,7.416666666666667
741101,2019,LAW ,2019-10-26 20:06:15,W911,INTOXICATED PERSON,1661.0,2351.0,3168,7,CAHOT,10,11.5
741134,2019,LAW ,2019-10-26 21:05:07,PHONE,WELFARE CHECK,1779.0,2098.0,2897,7,CAHOT,10,5.316666666666666
741143,2019,LAW ,2019-10-26 21:30:12,PHONE,ASSIST,27717.0,28017.0,28926,7,CAHOT,10,5.0
741144,2019,LAW ,2019-10-26 21:32:47,PHONE,WELFARE CHECK,531.0,908.0,4564,3,CAHOT,10,6.283333333333333
741146,2019,LAW ,2019-10-26 21:37:22,PHONE,ASSIST,969.0,1286.0,1405,7,CAHOT,10,5.283333333333333
741211,2019,LAW ,2019-10-27 00:34:05,PHONE,WELFARE CHECK,3801.0,4721.0,9908,3,CAHOT,10,15.333333333333334
741221,2019,LAW ,2019-10-27 01:07:41,PHONE,TRANSPORT,16184.0,16600.0,16938,7,CAHOT,10,6.933333333333334
741228,2019,LAW ,2019-10-27 01:22:21,W911,WELFARE CHECK,7063.0,7823.0,8171,7,CAHOT,10,12.666666666666666
741234,2019,LAW ,2019-10-27 02:02:30,PHONE,WELFARE CHECK,1692.0,1692.0,6694,7,CAHOT,10,0.0
741245,2019,LAW ,2019-10-27 03:02:16,PHONE,TRANSPORT,3108.0,3705.0,4309,7,CAHOT,10,9.95
741263,2019,LAW ,2019-10-27 04:48:00,PHONE,TRANSPORT,3723.0,4696.0,5359,5,CAHOT,10,16.216666666666665
741265,2019,LAW ,2019-10-27 05:10:39,PHONE,WELFARE CHECK,1300.0,1429.0,1603,5,CAHOT,10,2.15
741275,2019,LAW ,2019-10-27 06:31:47,PHONE,ASSIST,136.0,1664.0,3737,5,CAHOT,10,25.466666666666665
741285,2019,LAW ,2019-10-27 07:22:15,PHONE,ASSIST,7727.0,8237.0,8553,7,CAHOT,10,8.5
741292,2019,LAW ,2019-10-27 07:53:13,PHONE,WELFARE CHECK,155.0,452.0,5857,3,CAHOT,10,4.95
741299,2019,LAW ,2019-10-27 09:25:30,PHONE,ASSIST,1171.0,1337.0,1520,7,CAHOT,10,2.7666666666666666
741308,2019,LAW ,2019-10-27 09:55:10,PHONE,ASSIST,217.0,746.0,1812,5,CAHOT,10,8.816666666666666
741316,2019,LAW ,2019-10-27 10:19:06,PHONE,ASSIST,404.0,1186.0,2639,5,CAHOT,10,13.033333333333333
741323,2019,LAW ,2019-10-27 10:37:31,PHONE,WELFARE CHECK,90.0,538.0,975,3,CAHOT,10,7.466666666666667
741325,2019,LAW ,2019-10-27 10:48:07,PHONE,WELFARE CHECK,352.0,680.0,3924,5,CAHOT,10,5.466666666666667
741330,2019,LAW ,2019-10-27 10:58:28,PHONE,TRANSPORT,336.0,739.0,2225,5,CAHOT,10,6.716666666666667
741345,2019,LAW ,2019-10-27 11:48:40,PHONE,ASSIST,19138.0,19982.0,22526,7,CAHOT,10,14.066666666666666
741348,2019,LAW ,2019-10-27 11:53:14,PHONE,WELFARE CHECK,571.0,11833.0,12116,7,CAHOT,10,187.7
741362,2019,LAW ,2019-10-27 12:15:37,PHONE,WELFARE CHECK,15105.0,15274.0,15573,7,CAHOT,10,2.816666666666667
741363,2019,LAW ,2019-10-27 12:16:53,E911,SUICIDE RISK,665.0,1464.0,4707,3,CAHOT,10,13.316666666666666
741373,2019,LAW ,2019-10-27 12:50:37,PHONE,SUICIDE RISK,2833.0,3408.0,6986,7,CAHOT,10,9.583333333333334
741377,2019,LAW ,2019-10-27 13:06:41,E911,WELFARE CHECK,12768.0,12997.0,13202,7,CAHOT,10,3.816666666666667
741401,2019,LAW ,2019-10-27 15:01:28,PHONE,WELFARE CHECK,895.0,1239.0,3645,7,CAHOT,10,5.733333333333333
741412,2019,LAW ,2019-10-27 15:49:03,PHONE,WELFARE CHECK,846.0,1579.0,2247,3,CAHOT,10,12.216666666666667
741419,2019,LAW ,2019-10-27 16:19:49,PHONE,TRANSPORT,1687.0,2032.0,2802,7,CAHOT,10,5.75
741439,2019,LAW ,2019-10-27 17:25:40,PHONE,WELFARE CHECK,207.0,838.0,2067,5,CAHOT,10,10.516666666666667
741445,2019,LAW ,2019-10-27 17:45:02,PHONE,WELFARE CHECK,2543.0,2566.0,2863,5,CAHOT,10,0.38333333333333336
741451,2019,LAW ,2019-10-27 17:58:10,W911,DISORDERLY CONDUCT,386.0,667.0,1712,3,CAHOT,10,4.683333333333334
741457,2019,LAW ,2019-10-27 18:21:31,PHONE,ASSIST,681.0,1079.0,5518,7,CAHOT,10,6.633333333333334
741458,2019,LAW ,2019-10-27 18:23:06,PHONE,ASSIST,3499.0,3990.0,4198,7,CAHOT,10,8.183333333333334
741460,2019,LAW ,2019-10-27 18:24:13,PHONE,ASSIST,2168.0,2761.0,3417,7,CAHOT,10,9.883333333333333
741472,2019,LAW ,2019-10-27 19:09:02,PHONE,WELFARE CHECK,685.0,1030.0,1903,7,CAHOT,10,5.75
741478,2019,LAW ,2019-10-27 19:45:42,PHONE,TRANSPORT,441.0,845.0,3973,7,CAHOT,10,6.733333333333333
741482,2019,LAW ,2019-10-27 20:03:36,PHONE,ASSIST,108.0,134.0,2269,5,CAHOT,10,0.43333333333333335
741483,2019,LAW ,2019-10-27 20:08:31,W911,WELFARE CHECK,1991.0,2627.0,2628,7,CAHOT,10,10.6
741489,2019,LAW ,2019-10-27 20:47:50,E911,ASSIST,3472.0,3690.0,4102,7,CAHOT,10,3.6333333333333333
741495,2019,LAW ,2019-10-27 20:58:48,PHONE,SUICIDE RISK,72.0,553.0,2377,1,CAHOT,10,8.016666666666667
741496,2019,LAW ,2019-10-27 21:00:51,PHONE,ASSIST,3930.0,4288.0,5895,7,CAHOT,10,5.966666666666667
741497,2019,LAW ,2019-10-27 21:01:14,PHONE,ASSIST,3380.0,3400.0,3732,7,CAHOT,10,0.3333333333333333
741506,2019,LAW ,2019-10-27 21:30:36,PHONE,ASSIST,15658.0,15888.0,16397,7,CAHOT,10,3.8333333333333335
741508,2019,LAW ,2019-10-27 21:35:33,PHONE,ASSIST,6587.0,6882.0,7877,7,CAHOT,10,4.916666666666667
741509,2019,LAW ,2019-10-27 21:39:43,PHONE,TRANSPORT,3598.0,3998.0,4200,7,CAHOT,10,6.666666666666667
741525,2019,LAW ,2019-10-27 23:16:37,PHONE,ASSIST,10536.0,10839.0,14817,7,CAHOT,10,5.05
741528,2019,LAW ,2019-10-27 23:29:11,W911,WELFARE CHECK,5781.0,6857.0,7004,7,CAHOT,10,17.933333333333334
741530,2019,LAW ,2019-10-27 23:31:41,PHONE,TRANSPORT,13914.0,14202.0,14456,7,CAHOT,10,4.8
741535,2019,LAW ,2019-10-27 23:46:11,PHONE,SUICIDE RISK,58.0,3988.0,4697,5,CAHOT,10,65.5
741549,2019,LAW ,2019-10-28 01:06:35,PHONE,ASSIST,1198.0,2166.0,2697,7,CAHOT,10,16.133333333333333
741578,2019,LAW ,2019-10-28 04:09:01,PHONE,TRANSPORT,494.0,768.0,1345,7,CAHOT,10,4.566666666666666
741583,2019,LAW ,2019-10-28 05:21:27,PHONE,TRANSPORT,84.0,727.0,1670,5,CAHOT,10,10.716666666666667
741584,2019,LAW ,2019-10-28 05:51:16,PHONE,TRANSPORT,77.0,348.0,2169,5,CAHOT,10,4.516666666666667
741595,2019,LAW ,2019-10-28 07:17:22,PHONE,WELFARE CHECK,1071.0,1855.0,2142,5,CAHOT,10,13.066666666666666
741605,2019,LAW ,2019-10-28 08:07:38,PHONE,WELFARE CHECK,9037.0,15617.0,19846,7,CAHOT,10,109.66666666666667
741607,2019,LAW ,2019-10-28 08:16:22,PHONE,ASSIST,380.0,1382.0,3007,5,CAHOT,10,16.7
741627,2019,LAW ,2019-10-28 09:27:51,PHONE,ASSIST,1025.0,1811.0,4163,7,CAHOT,10,13.1
741636,2019,LAW ,2019-10-28 10:07:51,PHONE,ASSIST,3860.0,4141.0,6546,7,CAHOT,10,4.683333333333334
741643,2019,LAW ,2019-10-28 10:36:28,PHONE,ASSIST,192.0,897.0,2109,7,CAHOT,10,11.75
741658,2019,LAW ,2019-10-28 11:28:24,PHONE,WELFARE CHECK,19980.0,20133.0,20206,7,CAHOT,10,2.55
741704,2019,LAW ,2019-10-28 13:27:13,E911,INFORMATION,138.0,354.0,4694,5,CAHOT,10,3.6
741716,2019,LAW ,2019-10-28 13:59:31,PHONE,TRANSPORT,11176.0,11629.0,14440,7,CAHOT,10,7.55
741724,2019,LAW ,2019-10-28 14:15:57,PHONE,ASSIST,16589.0,17222.0,20201,7,CAHOT,10,10.55
741726,2019,LAW ,2019-10-28 14:18:03,PHONE,ASSIST,11802.0,12377.0,13651,7,CAHOT,10,9.583333333333334
741756,2019,LAW ,2019-10-28 16:00:02,PHONE,SUICIDE RISK,2724.0,3662.0,3868,1,CAHOT,10,15.633333333333333
741762,2019,LAW ,2019-10-28 16:22:13,PHONE,WELFARE CHECK,10438.0,10902.0,11298,7,CAHOT,10,7.733333333333333
741769,2019,LAW ,2019-10-28 16:38:33,PHONE,ASSIST,1933.0,2981.0,3325,7,CAHOT,10,17.466666666666665
741774,2019,LAW ,2019-10-28 17:00:58,PHONE,WELFARE CHECK,7545.0,7944.0,8086,7,CAHOT,10,6.65
741784,2019,LAW ,2019-10-28 17:23:42,PHONE,TRANSPORT,13903.0,15960.0,17762,7,CAHOT,10,34.28333333333333
741790,2019,LAW ,2019-10-28 17:56:20,PHONE,TRANSPORT,8018.0,10284.0,11902,7,CAHOT,10,37.766666666666666
741793,2019,LAW ,2019-10-28 18:01:21,PHONE,WELFARE CHECK,5408.0,5685.0,5852,7,CAHOT,10,4.616666666666666
741796,2019,LAW ,2019-10-28 18:06:16,E911,WELFARE CHECK,5803.0,5932.0,7349,7,CAHOT,10,2.15
741797,2019,LAW ,2019-10-28 18:07:07,PHONE,SUICIDE RISK,667.0,1046.0,3523,1,CAHOT,10,6.316666666666666
741804,2019,LAW ,2019-10-28 18:29:26,PHONE,WELFARE CHECK,8136.0,8646.0,8903,7,CAHOT,10,8.5
741814,2019,LAW ,2019-10-28 19:09:37,PHONE,INTOXICATED PERSON,2610.0,2646.0,5462,7,CAHOT,10,0.6
741829,2019,LAW ,2019-10-28 19:55:10,E911,TRANSPORT,3148.0,3148.0,3151,7,CAHOT,10,0.0
741837,2019,LAW ,2019-10-28 20:23:38,PHONE,TRAFFIC ISSUE,260.0,598.0,1265,3,CAHOT,10,5.633333333333334
741841,2019,LAW ,2019-10-28 20:46:53,PHONE,TRANSPORT,1700.0,1700.0,1704,7,CAHOT,10,0.0
741842,2019,LAW ,2019-10-28 20:52:56,PHONE,ASSIST,462.0,759.0,2859,7,CAHOT,10,4.95
741846,2019,LAW ,2019-10-28 21:15:33,W911,SUICIDE RISK,169.0,485.0,5517,1,CAHOT,10,5.266666666666667
741848,2019,LAW ,2019-10-28 21:23:20,PHONE,ASSIST,5906.0,6891.0,7785,7,CAHOT,10,16.416666666666668
741855,2019,LAW ,2019-10-28 21:53:30,E911,INTOXICATED PERSON,1593.0,3194.0,3995,7,CAHOT,10,26.683333333333334
741868,2019,LAW ,2019-10-28 22:58:00,PHONE,ASSIST,2126.0,2126.0,2129,7,CAHOT,10,0.0
741869,2019,LAW ,2019-10-28 22:59:24,PHONE,TRANSPORT,2050.0,3923.0,4640,7,CAHOT,10,31.216666666666665
741877,2019,LAW ,2019-10-28 23:27:23,PHONE,WELFARE CHECK,1356.0,1685.0,1816,5,CAHOT,10,5.483333333333333
741892,2019,LAW ,2019-10-29 00:49:12,PHONE,WELFARE CHECK,1316.0,1623.0,2556,5,CAHOT,10,5.116666666666666
741895,2019,LAW ,2019-10-29 00:55:59,E911,SUICIDE RISK,224.0,224.0,895,1,CAHOT,10,0.0
741904,2019,LAW ,2019-10-29 01:56:08,PHONE,ASSIST,672.0,973.0,1624,7,CAHOT,10,5.016666666666667
741910,2019,LAW ,2019-10-29 02:19:09,PHONE,ASSIST,1928.0,2142.0,9140,5,CAHOT,10,3.566666666666667
741911,2019,LAW ,2019-10-29 02:23:32,PHONE,SUICIDE RISK,118.0,614.0,1663,1,CAHOT,10,8.266666666666667
741912,2019,LAW ,2019-10-29 02:43:08,PHONE,TRANSPORT,2297.0,2297.0,2980,5,CAHOT,10,0.0
741914,2019,LAW ,2019-10-29 02:49:58,PHONE,WELFARE CHECK,5712.0,6135.0,6358,5,CAHOT,10,7.05
741916,2019,LAW ,2019-10-29 03:08:08,PHONE,TRANSPORT,1482.0,1879.0,3093,5,CAHOT,10,6.616666666666666
741920,2019,LAW ,2019-10-29 03:40:23,PHONE,TRANSPORT,1185.0,1185.0,1574,5,CAHOT,10,0.0
741933,2019,LAW ,2019-10-29 05:49:43,PHONE,ASSIST,53.0,53.0,1774,11,CAHOT,10,0.0
741934,2019,LAW ,2019-10-29 06:01:07,PHONE,SUICIDE RISK,1092.0,1598.0,1745,7,CAHOT,10,8.433333333333334
741935,2019,LAW ,2019-10-29 06:10:23,PHONE,TRANSPORT,1731.0,2177.0,4759,7,CAHOT,10,7.433333333333334
741950,2019,LAW ,2019-10-29 07:46:44,E911,TRANSPORT,124.0,459.0,2113,7,CAHOT,10,5.583333333333333
741951,2019,LAW ,2019-10-29 07:48:37,PHONE,ASSIST,2002.0,2652.0,3613,7,CAHOT,10,10.833333333333334
741986,2019,LAW ,2019-10-29 09:53:05,PHONE,ASSIST,940.0,1743.0,3889,5,CAHOT,10,13.383333333333333
741995,2019,LAW ,2019-10-29 10:08:11,E911,DISPUTE,3031.0,3776.0,7946,3,CAHOT,10,12.416666666666666
742023,2019,LAW ,2019-10-29 11:04:56,PHONE,SUICIDE RISK,4549.0,5764.0,6079,7,CAHOT,10,20.25
742034,2019,LAW ,2019-10-29 11:22:19,PHONE,TRANSPORT,20451.0,20509.0,21040,7,CAHOT,10,0.9666666666666667
742037,2019,LAW ,2019-10-29 11:28:03,PHONE,SUICIDE RISK,4697.0,5807.0,7271,5,CAHOT,10,18.5
742055,2019,LAW ,2019-10-29 12:28:50,PHONE,WELFARE CHECK,8646.0,9166.0,9478,7,CAHOT,10,8.666666666666666
742061,2019,LAW ,2019-10-29 12:44:34,E911,ASSIST,2691.0,3463.0,7693,7,CAHOT,10,12.866666666666667
742064,2019,LAW ,2019-10-29 12:47:31,PHONE,TRANSPORT,18134.0,18900.0,19658,7,CAHOT,10,12.766666666666667
742091,2019,LAW ,2019-10-29 13:59:51,PHONE,WELFARE CHECK,5858.0,8443.0,8445,3,CAHOT,10,43.083333333333336
742094,2019,LAW ,2019-10-29 14:04:46,PHONE,WELFARE CHECK,3384.0,4820.0,5545,3,CAHOT,10,23.933333333333334
742141,2019,LAW ,2019-10-29 15:52:41,PHONE,WELFARE CHECK,3063.0,3561.0,3731,3,CAHOT,10,8.3
742160,2019,LAW ,2019-10-29 16:31:18,E911,ASSIST,6667.0,7886.0,11759,7,CAHOT,10,20.316666666666666
742163,2019,LAW ,2019-10-29 16:37:19,PHONE,ASSIST,1635.0,1858.0,4295,7,CAHOT,10,3.716666666666667
742186,2019,LAW ,2019-10-29 17:31:19,PHONE,ASSIST,6384.0,6926.0,7024,7,CAHOT,10,9.033333333333333
742195,2019,LAW ,2019-10-29 18:04:22,PHONE,ASSIST,6059.0,6362.0,7637,7,CAHOT,10,5.05
742199,2019,LAW ,2019-10-29 18:15:25,PHONE,WELFARE CHECK,4411.0,4994.0,5356,7,CAHOT,10,9.716666666666667
742202,2019,LAW ,2019-10-29 18:18:28,E911,SUICIDE RISK,196.0,876.0,3506,1,CAHOT,10,11.333333333333334
742219,2019,LAW ,2019-10-29 18:50:24,PHONE,TRANSPORT,3438.0,4509.0,5269,7,CAHOT,10,17.85
742229,2019,LAW ,2019-10-29 19:47:57,PHONE,ASSIST,1458.0,1946.0,3855,5,CAHOT,10,8.133333333333333
742231,2019,LAW ,2019-10-29 19:49:46,PHONE,TRANSPORT,1718.0,2133.0,2340,5,CAHOT,10,6.916666666666667
742239,2019,LAW ,2019-10-29 20:36:47,E911,ASSIST,1094.0,1485.0,3671,5,CAHOT,10,6.516666666666667
742244,2019,LAW ,2019-10-29 20:58:26,PHONE,ASSIST,1164.0,5597.0,7086,7,CAHOT,10,73.88333333333334
742248,2019,LAW ,2019-10-29 21:17:26,PHONE,TRANSPORT,1238.0,1238.0,1827,7,CAHOT,10,0.0
742250,2019,LAW ,2019-10-29 21:40:03,PHONE,WELFARE CHECK,3237.0,6806.0,7033,7,CAHOT,10,59.483333333333334
742253,2019,LAW ,2019-10-29 21:48:58,PHONE,ASSIST,43.0,990.0,1724,7,CAHOT,10,15.783333333333333
742256,2019,LAW ,2019-10-29 21:56:51,PHONE,TRANSPORT,6062.0,6400.0,6693,7,CAHOT,10,5.633333333333334
742259,2019,LAW ,2019-10-29 22:01:56,PHONE,TRANSPORT,6412.0,6805.0,8118,7,CAHOT,10,6.55
742260,2019,LAW ,2019-10-29 22:09:05,PHONE,TRANSPORT,7719.0,8325.0,9493,7,CAHOT,10,10.1
742261,2019,LAW ,2019-10-29 22:10:13,PHONE,TRANSPORT,9473.0,9738.0,10736,7,CAHOT,10,4.416666666666667
742267,2019,LAW ,2019-10-29 22:48:32,PHONE,SUICIDE RISK,499.0,1184.0,2319,5,CAHOT,10,11.416666666666666
742275,2019,LAW ,2019-10-29 23:45:49,PHONE,ASSIST,5125.0,5719.0,7206,7,CAHOT,10,9.9
742282,2019,LAW ,2019-10-30 00:12:42,PHONE,TRANSPORT,2083.0,2083.0,2098,7,CAHOT,10,0.0
742290,2019,LAW ,2019-10-30 00:51:55,PHONE,TRANSPORT,3256.0,3256.0,3261,7,CAHOT,10,0.0
742300,2019,LAW ,2019-10-30 01:45:09,PHONE,TRANSPORT,2204.0,2381.0,2972,7,CAHOT,10,2.95
742303,2019,LAW ,2019-10-30 01:54:58,PHONE,TRANSPORT,710.0,1077.0,1609,7,CAHOT,10,6.116666666666666
742314,2019,LAW ,2019-10-30 02:27:58,PHONE,TRANSPORT,3184.0,3851.0,4838,7,CAHOT,10,11.116666666666667
742317,2019,LAW ,2019-10-30 02:40:54,W911,WELFARE CHECK,4064.0,4312.0,4591,7,CAHOT,10,4.133333333333334
742332,2019,LAW ,2019-10-30 05:49:53,PHONE,TRANSPORT,71.0,622.0,1505,5,CAHOT,10,9.183333333333334
742341,2019,LAW ,2019-10-30 07:01:08,W911,SUICIDE RISK,33.0,415.0,4256,1,CAHOT,10,6.366666666666666
742346,2019,LAW ,2019-10-30 07:39:46,PHONE,ASSIST,1940.0,2896.0,3176,7,CAHOT,10,15.933333333333334
742365,2019,LAW ,2019-10-30 08:16:31,W911,DISORDERLY CONDUCT,123.0,513.0,516,3,CAHOT,10,6.5
742369,2019,LAW ,2019-10-30 08:29:05,PHONE,ASSIST,5775.0,7510.0,7695,7,CAHOT,10,28.916666666666668
742370,2019,LAW ,2019-10-30 08:30:54,W911,WELFARE CHECK,187.0,801.0,1000,3,CAHOT,10,10.233333333333333
742376,2019,LAW ,2019-10-30 09:00:18,PHONE,WELFARE CHECK,513.0,1067.0,2551,3,CAHOT,10,9.233333333333333
742383,2019,LAW ,2019-10-30 09:19:41,PHONE,WELFARE CHECK,3349.0,4041.0,4863,7,CAHOT,10,11.533333333333333
742388,2019,LAW ,2019-10-30 09:37:42,W911,WELFARE CHECK,389.0,547.0,1621,3,CAHOT,10,2.6333333333333333
742402,2019,LAW ,2019-10-30 10:21:50,PHONE,TRANSPORT,931.0,1686.0,3617,7,CAHOT,10,12.583333333333334
742408,2019,LAW ,2019-10-30 10:42:30,PHONE,ASSIST,458.0,925.0,1164,7,CAHOT,10,7.783333333333333
742412,2019,LAW ,2019-10-30 10:48:30,PHONE,ASSIST,816.0,1901.0,2856,7,CAHOT,10,18.083333333333332
742420,2019,LAW ,2019-10-30 11:16:09,PHONE,WELFARE CHECK,870.0,1195.0,1475,3,CAHOT,10,5.416666666666667
742455,2019,LAW ,2019-10-30 12:30:51,PHONE,WELFARE CHECK,3378.0,4090.0,4219,5,CAHOT,10,11.866666666666667
742482,2019,LAW ,2019-10-30 13:18:16,PHONE,TRANSPORT,1405.0,2040.0,3082,5,CAHOT,10,10.583333333333334
742516,2019,LAW ,2019-10-30 14:43:12,W911,SUICIDE RISK,121.0,818.0,1526,1,CAHOT,10,11.616666666666667
742533,2019,LAW ,2019-10-30 15:28:26,PHONE,TRAFFIC ISSUE,118.0,1206.0,7029,3,CAHOT,10,18.133333333333333
742534,2019,LAW ,2019-10-30 15:29:25,PHONE,WELFARE CHECK,371.0,6526.0,6958,7,CAHOT,10,102.58333333333333
742547,2019,LAW ,2019-10-30 16:08:28,PHONE,ASSIST,13878.0,14702.0,14894,7,CAHOT,10,13.733333333333333
742562,2019,LAW ,2019-10-30 16:36:31,PHONE,FOUND CONTRABAND,17551.0,17799.0,18552,7,CAHOT,10,4.133333333333334
742572,2019,LAW ,2019-10-30 16:51:47,PHONE,SUICIDE RISK,7067.0,7593.0,10227,7,CAHOT,10,8.766666666666667
742585,2019,LAW ,2019-10-30 17:11:42,W911,MEDICAL EMERGENCY,103.0,398.0,5200,1,CAHOT,10,4.916666666666667
742592,2019,LAW ,2019-10-30 17:26:16,PHONE,ASSIST,10236.0,10450.0,12244,7,CAHOT,10,3.566666666666667
